id,comment,label
2158,කඩොලාන ආරක්ශා කිරීම වැද්ගත් ඇයි කියලත් එහෙ කට්ටියට කියා දෙන්ඩෝ,0
2159,කඩොලාන රැල්ලක් ගෙනත් ආසියාවෙ පලමු වැන්න වෙන්න උදව් කරමුද?,0
2160,කඩොලාන හිටවන්න බෑ ආයේ.ඒකපාරක් කරපු ව්‍යාපෘතියක් අසාර්ථක උනා.ඒ නිසා තියන ඒවා රැකගැනීම කලයුතුයි,0
2161,කතා කරන කැත වේසිගේ දුව ඔකිට හුකන්න ඔනි තුන් මාසෙන් වදන්න මොකද ලංකාවේ හැදිලා වැඩිලා පරපෝෂිත අමු සක්කිලි පොන්න වෙසියක් වගේ ගියෙත් මේ රටේ හම්බ කරපු සල්ලි වලින් කියලා අමතක වෙලා කනවැන්දුම් කතා කියලා වැඩක් නැ ඔකි මැරුන දාට අමු හෙලුවෙන් වලලන් ඔනි එකත් ම ඔකිගේ මයිලක් වත් මේ බිමේ පයගැටෙන්න හොද නැ සික් අවාරෙට හුකලා ජාතක උන වේසියක් ඔකි අන්නේකයි ඔහොම කතා කරන්නේ ,2
2162,"කතා කරන විදිහ දැක්කම හිතාගන්න පුළුවන් ඕන තුමිය ගැන.ඔඹ තුමියගෙ මිණිය ඉක්මනි මෙහෙට ආවේ නැත්නම් අපි ට ගොඩක් දුක හිතෙයි.අනික උඹ ඔය පුක ඉරාගෙන කෑගහන විදියට මිනිහගෙ කොරැවාව ගැන හිතාගන්න පුළුවන්,",2
2163,"කතා කරන විලාසයෙන්ම හිතාගන්න පුලුවන් ,උගත්කම සහ හැදියාව ,..අනේ මංදා මේ වගේ හැසිරෙන ගැහැනු දැක්කම ,ගැහැනු සංහතියටම අපහාසයක් වෙනවා,.ගෙවල්වල ප්‍රශ්න කොහොම විසදා ගන්නවද මංදා පෙන්නුම් කරන life style එක දැක්කම",0
2164,කතා කරල මොකක්ද කිවෙ රෙකොඩ් නැද්ද,0
2165,කතා දෙකක් නෑ ඒ විදියටම දැනුනා පණිවිඩය අති විශිෂ්ටයි.කූඹියෝ ෂූට් කරලා අවුරුදු ගානක් උනාට අදටත් ජෙහාන්ගේ ප්‍රියන්තගේ මීශගේ රංගනය ඒ විදියමයි..,0
2166,කතා දෙකක් නෑ තාත්තයි පුතයි✌,0
2167,කතා විතරයි වැඩ නැ,2
2168,කතා විලශය අවලස්සන වුනට කියන දෙවල් වලින් අපෙ රටෙ මිනිසුන් ට ගත යුතු දෙකුත් තියනවා.,0
2169,කතාව අපිත් වමනෙ යන්න එනවා හරිද කැත විදිහට කතා කරන්න එපා,2
2170,කතාව ඇත්ත. ලංකාවෙ උන් ගොන් බඩු ගහන්නෑ. ඒකිට හොදයි ගොන් බඩු ගහන නිසා,2
2171,කතාව නවත්තලා ගිහිල්ලා පැය 6ක් පරණ කොරෝනා මිනියක් උඹ බදාගෙන අපිට පෙන්නපං... එතකොට අපි විශ්වාස කරන්නම් ලොක්කා...,2
2172,කතාවට වඩා වැඩයි අක්කා ඕනා ,2
2173,කතාවෙන් නම් සුපිරි,0
2174,කතාවෙන් නොව ක්‍රියාවෙන්.....ජනපතිතුමනි....දීර්ඝායු වේවා,0
2175,"කතාවෙන් හිතා ගන්න පුලුවන් මේ අම්මණ්ඩිගේ උගත්කම..ජනාධිපතිතුමණී,පොලිස්පතිතුමණී !! මේවාගේ කාලකණ්ණි Air port එකෙන්ම අල්ලන් ගිහින් දාන්න ඕනේ වැලිකඩ.ජිවිතාන්තය දක්වාම යකඩ කුරූ ගනන් කර කර ඉන්න.උපන් රටට නිගරූ කරන අවජාතක ගැණි .",2
2176,කතාවෙන්නම් හොද කේප්ප එල දෙනක්,2
2177,කතාවේන් කියන්න පුළුවන් පට්ට ගොන් බඩුවක්,2
2178,කථා කරලා වැඩක් නෑ.පිස්සු හුත්තෙක්...,2
2179,කථා නායක කරමු ️,0
2180,කථාව නම් ඇත්ත විවෘත මනසකින් බලද්දි,0
2181,කනවා කැඋත්ත මුන්ගෙ මමනම්,2
2182,කන්ටේනර් පෙට්ටියකින් ගිය කෙනෙක්ද කොහෙද...,2
2183,කන්න දීලා මාරුවට කමක් නැහැ මුන්ද ජනතා නායකයො,2
2184,කන්න දෙන්න පුලුවන් මොලේනෙ දෙන්න බැරි ,0
2185,කන්නාඩියකින් අනාගතේ සහා අතීතය බැලුවා වගේ. නාකි රෑට්ටයි කොල්ලා මැකොයි ,0
2186,කන්‍යාවියො 72ට ලෑස්ති වෙලා ඉන්න කියපං ඉක්මනින් එනවා කියලා ,2
2187,කපලද සීසි කලේ..,2
2188,කපලා ගන්න ඇති එක ලොකු වුනොත් ඉතලි එවා යවන්නවෙන්නේ තොගේ ඔය පලල් වෙච්ව වෙස ක⁣ටෙි පදුරැ වෙසි,2
2189,කපාගෙන කාපියව් ...,2
2190,කපාපු පලුව,0
2191,කපාපු පලුව ,0
2192,කමොන් රැට්ටා,0
2193,කමෝන් Ratta,0
2194,කරගෙන ගිය රැකියා වලින් අයින් වී අප සමුර්දි පරිගණක ක්‍රියාකරුවන් වශයෙන් ස්ථිර පත්වීම් ලැබ මාස 3 ක සේවා කාලයක් සම්පූර්ණ කර දේශපාලන පළිගැනීම මත සේවයෙන් දොට්ට දමා සිටින අපට රැකියාවක් නොමැතිව රටේ ඇතිවී ඇති වසංගත තත්ත්වයක් සමග ඉතාම අසරණ වී සිටි මෙම කාලය තුළ රජයේ සේවකයන්ට වරප්‍රසාද ලැබෙමින් පවතී පවතින පසුබිමක එක්දහස් පන්සියයක් පමණ වන අප කබලෙන් ළිපට වැටී ඇත මේ අවස්ථාවේ වත් සමුර්දි බැංකු සහ සියලු කටයුතු කරගෙන යාම සඳහා පරිගණක ක්‍රියාකරුවන් ගේ වටිනාකම ඔබ සියලු දෙනාටම දැනෙනු ඇත.දේශපාලනික පලිගැනීම් වලින් තොර නිදහස් දේශයක් උදාකරන බවට ජනතාව ගොනාට අන්දමින් රාජපක්ෂ රෙජිමය අද දින සමෘද්ධි බැංකු පරිගණක සහකරුවන්ගේ පත්වීම් සියල්ල අවලංගු කරන බවට චක්‍රලේඛයක් මඟින් දන්වා තිබෙනවා.මීට පෙර ලිපියක් මඟින් ඔවුන්ගේ වැටුප් අයථා ලෙස නතර කිරීමට සමෘද්ධි නව අධ්‍යක්ෂක ජෙනරාල්වරයා කටයුතු කර තිබුන.ඊට එරෙහිව පත්වීම්ලාභීන් උද්ඝෝෂණයක් සංවිධානය කළ අතරම මූලික අයිතිවාසිකම් කඩවීම යටතේ නඩු දෙකක් ගොනු කරනු ලැබුවා.ඉදිරි මැතිවරණයක් හමුවේ මෙසේ නිත්‍යානුකූලව පත්වීම් ලබාගත් සියලුම දෙනා අත්තනෝමතිකව ඉවත් කර ඔවුන්ගේ පොහොට්ටුවේ නායකයින්ගේ දෙප,0
2195,"කරගෙන යන වැඩ පිලිවෙල සාර්ථක වේවා කියලා සාමාන්‍ය ජනතාව වන අපි ප්‍රාර්ථනා කරනවා..! ඒ වගේම ටික කලක් හො පාර්ලිමේන්තුව වසා තබා ඒ සදහා(මෛත්‍රිවරුන් ගේ නඩත්තුවට) වැය වන මහජන මුදල් ජනතාව ගේ හිතසුව පිනිස යොදවන මෙන් ඔබතුමාගේන් කාරුණිකව ආයාචනා කරමි.මක්නිසා ද යත් මේ යන ක්‍රමය අනුව මහජනතාව තේරුම් ගත්තා ඇමති/මෛත්‍රිවරුන් නොමැතිව රටක් පාලනය කලහැකි බව පැහැදිලිවම..ඔබතුමා, රනවිරුවන් ඇතුළු මේ මොහොතේ තම සේවය කැප කරන සියලු රාජ්‍ය සේවකයන්ට සියලු දෙවි පිහිටයි,තෙරුවන් සරණයි..!ඔබට ජය..!",0
2196,කරගෙන යන වැඩපිළිවෙළ සාර්ථක කරගැනීමට ඔබතුමාට යෝද බල යෝද ශක්තිය ලැබේවා! දළදා සමිදු පිහිටයි.. ,0
2197,කරත්තයකට හොදා ගොබ්බයා,2
2198,කරනව කියන්නෙ මේ........ අනේ මන්ද....,0
2199,කරන්න මේ මුතු ඇත්තේද මේ ශ්‍රී ලංකා මාතෘභූමියට තෝ වගේ ගොන් වැස්සියක් song හරකෙක් නෙවෙයි තොට කියන්න ඉතින් වචන නෑ ඔටෝ ඇවිල්ලා මෙහේ ගුරු ගෑනියක් හූර හූර කොටුවකට වෙන්නේ හෝ මේ ලස්සන ගැන කතා කරනවා අනේ කඩප්පුලි දහදුරා ගෑනි බලු ගැන,2
2200,"කරල ඉන්න සමහරුන්ගෙනම් වැඩේ උදේ රෑ, වෛද්‍යවරුන්ටයි ආරක්ෂක අංශවලටයි ආඩපාලි කියන එක. එහෙම අය අතරෙ, මෙහෙම දැනුවත් කිරීමට වීඩියෝවක් කිරීම ගැන අපේ ආචාරය. ",0
2201,කරවල වේලපු උන්,2
2202,කරා මිනිස්සු ,0
2203,කරුනාකර බෝට්ටුවෙන් යන්න එපා ප්ලීස් ,0
2204,කලකාන්නි බැල්ලි තො ඉතාලියට පුක දිපිය,2
2205,කලණ අයියගෙ කොන්ඩේ,0
2206,"කලනයනයයි, තුමිදුයි එකට ඉන්නවා දැක්කත් ඇති යැකො",0
2207,කලවං උනම ඔහොමයි,0
2208,"කලාකරුවන්ට සමාජය වෙනුවෙන් කල හැකි කාර්යය ගැන හොදම නිදසුනක්, විශිෂ්ඨයි නෙමෙයි අතිවිශිෂ්ඨයි...",0
2209,කලාවේ නිසි භාවිතය.. ජයවේවා ..,0
2210,කලින් හිටියෙ උබලගෙ ගෙවල් ලගද?...,0
2211,කලේ රිලා තනකෙළෙ වලින් පුක පියදාපු උබලානෙ..මෙි..,2
2212,කල්පනා කරලා බලන්න...... මුන් ඇවිල්ලා කබ්බෝ,2
2213,කල්ලතෝනි වේසි,2
2214,කවද හරි දවසක සෙටි එකම එකතු වෙලා ඉල ඇදෙන්න හිනා වෙන්න පුලුවන් වීඩියෝ එකක් කරනකල් බලන් ඉන්නේ මං විතරද???,0
2215,කවදා හරි ඒ ගෑනිට උපන් රටට එන්න වෙනවාමයි.. ඒ දවසට ගල් ගහල මරන්න ඕනි. සක්කිලි බැල්ලි.. ඒ ගෑනිව ලොවට බිහි කරපු දේමාපියන් බලන්න් හරි එන්න වෙයි.. ඒ මිනිස්සුන්ටත් මහ පවක්.,2
2216,කවද්ද දන්නෑ වෙෙද්‍ය උපාධිය ගත්තේ.මෝඩ හරකා,2
2217,කවුද අඩේ ඒ ,0
2218,කවුද අප්පා මේ අයිටම් එක???,0
2219,කවුද දැන් සිංහයා,0
2220,කවුද පකින්නියේ අවුරුද්දම රන් වන් පාටෙන් ඉර පායන මේ රටයි මේකෙ ඉන්න රත්තරන් මිනිස්සු ටිකයි දාලා මූසල අවු රැල්ලක් වත් නැති ඔය රටට එන්නේ?තෝ ම වැලලියන්,2
2221,කවුද බං මේ .... ගොන් ගෑනු... මුන් ලංකාවේ අම්මා.තාත්තලාගේ..වෙන්න බැහැ....කට බලපල්ලා කෝ.....,2
2222,කවුද බන් මෙ ගොන් බඩුව පොම් කලෙ.පැත්තකට වෙලා ගුද මර්ගය ආදායම් මර්ගය කරගෙන ඉන්න මෙ වෙසි සුද්දාට පුක දිලා දිලා දැන් අපෙ රටට බනිනව.වෙස බැල්ලි,2
2223,"කවුද බන් මේ ගොං බැල්ලී.. කවුද දැන් ඒකිගෙන් ඇහුවෙ ළමයි කීයක් හැදුවද කියලා... උන්ව කොහොමද එළියට ගත්තේ කියලා....විලි ලැජ්ජා නැති කතා කරන්න දන්නෙ නැති ගොං පරට්ට බැල්ලී... ඒ ළමයි 5ම එකම තාත්තගෙද දන්නෙ නෑ නේද... පෙනුමෙන් නම් හොදට පේනවා හොඳ බඩුවක් කියල... ඒකයි සැක එකම තාත්තගෙ ළමයිද කියලා.,...",2
2224,කවුද මල්ලි මේ...,0
2225,කවුද මුගේ තත්තා ,2
2226,කවුද මෙතනින් මැකෝ... කවුද ,0
2227,කවුද මේ නෑයෙක්ද,0
2228,කවුද මේ පතොලා බඩු ව,2
2229,කවුද යකෝ මෙ පිස්සු බැල්ලි ඇවිස්සුවා......?.,2
2230,කවුද හුත්ති තොට අවුරැදු 25ක පෙනුම තියෙනවා කිව්වෙ හුත්තට 98 මුනට 160ක් පේනවා අපිට නම් පට් හුත්ති,2
2231,කවුද හුත්තියේ තෝට විසි පහයි කියපු එකා..එක මට පොඩ්ඩක් පේන්නපියකෝ..ට හුකෝලා ගන්න,2
2232,කවුරැ.හරි.බාබෙක්.බැදලද.ඉන්නෙ.ලංකාව.එපාවෙන්න,2
2233,කවුරු මෙනවා කිවත් ඔබලා හිතින් නොවැටි ඉන්න ඹබ සැමට තෙරැවන් සරණයි සියළු දෙවි රැකවරණයි,0
2234,කවුරු මොනා කිව්වත් එකෙත් ඇත්තක් තියෙනවා බං,0
2235,කවුරු වගේදෝ,0
2236,"කවුරුත් ඔයාට මෙහෙට එන්න කිව්වේ නෑනේ. අනේ එන්නත් එපා. අපිට අපේ රට වටිනවා. ඔයාගේ අම්මයි තාත්තයි එහෙමත් වෙන්න ඇති නේ.. ඇත්තමයි මේ වගේ ගෑනු මේ රටේ ඉපැද්දුවට ලක් අම්මත් ලැජ්ජා වෙනවා ඇති. හොද ඇති. හැබැයි ඔය පොලිසියට, හමුදාවට, කොච්චර දියුනු උනත් ඩොක්ටර්ස්ලට බැරි වුනා උබේ රට බේරගන්න. ඔච්චර කියවන ළමයි පහක් සීසර් කරපු හොද ඩොක්ටර්ස්ලට බැරිවුනා රටේ කොරෝනා පැතිරෙන්න නොදී බේරගන්න. ඒ අතින් දියුනු රටක් උනාට වැඩක් තියනවද? උබලා අපේ පිනකට තමා ලංකාවෙන් ගියේ. නැත්තන් අද වගේ ලංකාවත් විනාස කරනව. ෆෝන් එකක් තියෙන්නේ හැමවෙලේම ලයිව් ඇවිත් රටට ප්‍රසිද්ධ වෙන්න නම්.. ෆ්හැන් ඔයා හෙන ප්‍රසිද්ධ කෙනෙක්. ඒ වගේම මුලු රටක් ශාප කරන ගෑනියක්. ඔයාගේ දියුණු රටට වඩා මගේ රට ඇත්තටම මනුස්සකමෙන් අංක එක. අපේ හමුදාව.. පොලිසිය අපිට වටිනවා.. ඒ වගේම අපේ ඩොක්ටර්ස්ල , හෙදියෝ අපිට වටිනවා. ඔය මොනවා වුනත් අපි සීයෙන් නැවැත්තුවා. උබලා තවත් විදවනවා. මෝඩ කමට බෙහෙත් නෑ. අපිට ඔයාව පේන්නේ හැටක විතර කෙනෙක් මේකප් දාලා ඉන්නවා වගේ. විසිපහක් කියලා නම් පේන්නේ නෑ. එහෙම ඇස් පේන්නේ නැති අය රජයේ ඉන්න නිසාම වෙන ඇති කොරෝනා පැතිරෙන එ",0
2237,කවුරුත් නැද්ද මුව එක්කන් යන්න,2
2238,කව්ද ඒ හරකා හපොයී පවට ඉපදුන උන්,0
2239,කව්ද ඒයිකටට දුන්නේ,0
2240,කව්ද බන් මේ වේස හුත්ති... තොට කොරෝනා හැදිලම මැරියන්.. ,2
2241,කව්ද බොල මේ හැකර අම්මණ්ඩි,2
2242,කව්ද මේ️,0
2243,කව්ද යකූ එතකොට,0
2244,කව්ද හුත්තියේ උඹට එන්නෙයි කිව්වෙ ලංකාවට.අපිට පාන් ද හුත්තියේ තෝ ඔහේ ඒඩ්ස් හැදිල මැරිල ගියත්,2
2245,කව්රුත් රටට ආදරේ කරන්න. මේ වෙලාවට අමන කතා නොකිය ඉන්න. හැම මුස්ලිම් ජාතිකයකුගේම් මුල් මව් සීංහල අම්මා කෙනෙක් බව මතක තබාගන්න.,2
2246,"කළු වදුරා රැක ගනිමු.කළු වඳුරන්ගේ තවත් වර්ණ ප්‍රභේදයක්‌ ලෙසද සැලකෙන වඳුරන් කාණ්‌ඩයක්‌ විල්පත්තු, තන්තිරිමලේ, මඩු ප්‍රදේශවල වාසය කරයි. අනෙක්‌ උප විශේෂවල මෙන් දම් පැහැති මුහුණක්‌ තිබෙන මෙම වඳුරන්ගේ ශරීර වර්ණය රන්වන් දුඹුරු පැහැයක්‌ ගෙන ඇත.ශ්‍රී ලංකාවට ආවේණික කළු වඳුරන්, වඳවී යැමේ තර්ජනයට ලක්‌වීම සංරක්‍ෂණ ක්‌ෂේත්‍රයෙහි අවධානයට ලක්‌වී තිබෙන කරුණකි. මේ පිළිබඳව ජනතාවගේ අවධානය යොමුවීමද දැන් ඉතා වැදගත්ය.",0
2247,කාක්කා බරේ කැ ගහනවා,2
2248,කාගෙද ගොන් වස්සා..,2
2249,කාගෙන්ද ඉංග්‍රීසි ඉගෙන ගත්තේ,0
2250,කාගේ දරුවොද බං මේ ,0
2251,කාගේ දරුවෝද හුත්තියෙ,2
2252,කාට නැතත් ලොකු ලොකු අයට දෙනව ඇති ගෑනි,2
2253,කාටද මේවා කියන්නේ ....,0
2254,කාටෙයි ඔය කියන්නේ??,0
2255,කාඩ හුත්ති,2
2256,කාතාකර්න යිගනගනි,2
2257,කාන්තාවක් ව්දිහට ඉතාමත් පහත් ව්දිහට රජයේ උසස් නිළධාරි යෙක්ට කතා කිරම හරිම නින්දිතයි.අපේ රටේ දෙව්වරු මේ ආරක්ෂාක අංශයේ සියලු නිළධාරීන් .ඔබ ම්ටවඩා වගකීම් සහගතව හැසිරෙන්න .කතා කරන්න ඉගෙන ගන්න.මේ අපේ පොලිස්පතිතුමා මොහුට හැමෝම අපි ආදරේයි.,2
2258,කාන්තාවන් මෙපමණ නපුරුද?ඒකටනම් දහදියෙන් නැහැවුනා...නමුත් කොපමන ඒ රටේ පුරාජේරු ගැහුවත් තවමත් මිණිසුන් මැරෙන රෙකෝඩ් එක ගහල තියෙන්නෙ ඔය කියන නේ...ඒ කියන්නෙ දොස්තරලාගේ හොදකමද?මේක බුදුන් තුන් වරක් වැඩම කල රටක් බව අපි සියලුම දෙනා මතකෙ තබාගන්න....,0
2259,කාපම් පුලුවන්නම් මැකෝවත්....,0
2260,කාපු බතේ රීපු හුත්ති කියලා තමයි ඉතිම් කියන්න තියෙන්නේ ,2
2261,කාපු බතේ රෙන්න එපා ගැනියේ,2
2262,කාරයන්ට පුකදුන්නනම් ඒ විදිහට හිටපන්කෝ අපිට පව් නොදී නාකි වේසි,2
2263,කාරයෙක් ඇරලාවගේ හොදට.,2
2264,කාරයෙක් ගහලා තමයි උබගෙ අමිමට උබ ලැබුණේ එකයි උබගෙ නෙවෙයි අමිමටගෙ අවුල,2
2265,කාරයෙක් දෙනඑක හොද්ටම දීලා තියනවා පුක පුරෝලා කොල බොක්කටම ,2
2266,කාරයො ඇරල තියෙනවා ලස්සන ට... තොගෙ හෙවනැල්ලවත් වැටෙන්න එපා ලංකා වට... මූසලි,2
2267,කාරයෝ හිකුවද උත්තියේ තොට පට්ට බෙල්ලියේ ..... තොගෙ හෙවනෙල්ලවත් වදින්න ඔද නෙහේ වේසි.....ඔදට හේ ඉදන් පලල් කරලා ඩේපිය පාට්ට වේසි .....ම්හේ පෙත්තෙ පලාතවත් එන්නෙපා වෙසි......,2
2268,කාරුණික මිනිසුන්ට අපවාද නොකරන්න...මේ පින් බිමට ගැරහීමේ විපාක... ඔහෙදීම ලැබෙනු ඇත...,0
2269,කාර්ය සාධක බලකාය ට බැසිල් පත් කරපු එක තමයි ලොකු වැරද්ද හමුදාව ට භාර දෙන්න,0
2270,කාල තරණය කොට තමන්ටම වීඩියෝ කෝල් එකක් ගත් chanux orb මෙන් පිටසක්වල ජීවියෙක්ද...සංවාදයට,0
2271,කාල තරණය වගේ නිකං. වර්තමානයයි අනාගතයයි එකට හමු වූ මොහොතක්..,0
2272,කාල තරණය හරහා වීඩීයෝ ඇමතුමක් ගත් පළමු අවස්ථාව...,0
2273,කාල තරණය හරා video call එකක් ගත් පලමු අවස්තාව,0
2274,කාල තරණයකල ඒ සුන්දර මොහොත ,0
2275,කාල තරනය සත්‍යක් කියා ඔප්පු වූ ඒ සොදුරු මොහොත...වර්තමානය හා අතීතය අතර සිදු වූ ඒ වීඩියෝ කෝල් එක...,0
2276,කාල යන්ත්‍රය වැඩ,0
2277,කාලකණ්ණි,2
2278,"කාලකණ්ණි බැල්ලි ඉපදුන රටට බනිනවා මොන ගෑනියෙක්ද අපෝ උබලා මේ රටට එන්න එපා බන් උබ ඔය රටේම පදිංචි වෙයන් උපන් බිමට ගරහන තොපි වගේ කාලකණ්ණි බැල්ලියේ මේ රටට ඕනේ නෑ බන්. තව දෙයක් රටට එන්නේ නැත්තන් ඔය වගේ live ,Video ඇවිල්ලා අපේ වටිනා ඩේටා ටික කා දමන්න එපා. රටට මිනියවත් ඕනේ නෑ බන් උබලෑ ලමයෙක්ගෙවත් හෙවනැල්ලක්වත් එපා පොන්සේකාට කඩේ ගිය එකෙක්ද කොහෙදෝ",2
2279,කාලකණ්ණියො තෝනම් තොගෙ තාත්තගෙම පුතා,2
2280,කාලකණ්ණියො බුරන්න ඕන බල්ලෙකුට පුලුවන් තෝ ගෙදරට වෙලා ඉන්නෙ නැතිව ලෝකය දැකපිය සක්කිලියො තොපි හොරා කපුවගෙන් දීපියකෝ කෑම වේලක් එලියට ඇවිත් අපේ රටේ නෙමේ ගොනෝ ලෝකෙ දියුනු රටවලත් මෙහෙම තමා මේක වස0ගතයක් තොට කෑම ලොකවෙලා වල දුටු තැන වල ඉහ ගන්න හිගන්නා අනිත් නායකයින් බලන්නෙ මිනිසුන් බේර ගන්න නොමරා ඒක නොදන්න පඩත්තර ජනතා නයකයෝ වෙන්න ඉන්න උන්..නොදකින්.,2
2281,කාලකණ්ණියෝ කන්න හරි මිනිසුන් ජිවත් වෙලා ඉන්න ඕන නේද කොරෝනා හැදෙන්න ඕන උබල වගේ කාලකණ්ණින්ට බන්,2
2282,කාලකන්නි ගැනියෙක්...ඉපදිච්ච රටට ගරහන මේ වගෙ ගැනු තමා මැරිල යන්න ඔනි...ලංකාව වගෙ රටක ඉන්න පිං නැති කාලකන්නි ගැනියෙක්...ඔය වගේ උන්ව ල්ංකාවට ආවොත් ගහල එලවන්න ඕනි..we love and respect our country...,2
2283,කාලකන්නි ගොන් මිහරකා උමිබැ කියයි,2
2284,"කාලකන්නි තිරිසනෙක්, මෙිමනුස්සයා මෙිතරමි මෝඩද, කොහෙද හරකෝ බඩගින්නෙ ඉන්නෙ මිනිස්සු...",2
2285,කාලකන්නි බල්ල උබේ අම්මගෙන් අහපන් තාත්තා චූ කරද්දි කකුලක් ඉස්සුවද කියල.මිනිසුන්ගෙ මිනි උඩින් හරි වාසි ගන්න හදන තිරිසන්නු.,2
2286,කාලකන්නි බූරුවන් මුන්. ලෝකෙම මර බයෙන් වහලා. මුන්ව ගෙවල් වලින් එළියට ඇදල දාලා මුන්ට කොරෝනා හදන්න ඕන රටේ පවට උපන්න අවජාතක කාලකන්නිග තොපි අපෙ රටින් වද වෙලා ගිය කලෙක මේ රට හැදෙයි කාලකන්නි,2
2287,කාලකන්නි මුස්පේන්තු නොසන්ඩාලයා.,2
2288,කාලකන්නි හැත්ත,2
2289,කාලකන්නියා,2
2290,"කාලකන්නියා,, මිනිස්සුන්ට මේක අමාරු කාලයක් වෙයි..ඇත්තටම ඒ අමාරු කාලේ එන්නත් කලින් ගෙට වෙලා ඉදං මිනිස්සු අවුස්සලා තමන්ගේ විශ්‍රාම පින් පඩිය හදා ගන්න වෙන්න ඇති මූ මිනිස්සු අවුස්සන්න හිතුවේ..මුන් තව ඉස්සරහට එක දෙන්න එලියට බහියි..මුන්ට ගල් ගහන්න ඕනේ ඇත්තටම ..",2
2291,කාලතරණය කරන ගැජට් එකකින් තමන්ගෙම මූන බලන අවස්තාවක්,0
2292,කාලතරණය කියන්නෙ ඕකට ,0
2293,කාලය අතරින් අනාගතය සමග දුරකතන සංවාදයක් ,0
2294,කාලය තරනය කරමින් අනාගතයේ සිට තමන්ටම කෝල් එකක් ගත් ඔබට සුබ පැතුම්,0
2295,කාලය හරහා call ගත්තෙ කොහොමද?,0
2296,කාලය හරහා අතීතෙට ගිහින්ද ගත්තෙ කෝල් එක ,0
2297,කාලය හරහා ගමන් කිරීම...,0
2298,කාලය හරහා ගිය ඒ අපූරු මොහොත ️️️️,0
2299,"කාලය හරහා යනව අහල තියනව. ඒත් අනාගතේ තමාටම, video call එකක් වර්තමානයේදී ගැනීම. ",0
2300,කාලය හරහා යෑම සත්යකි.මෙන්න සාක්ශි,0
2301,කාලා බීලා ඉන්නත් ජීවත් වෙලා ඉන්න එපාය.MBBS (මේසන් බාස්ට බදාම සපයන්නන්ගෙ කෙනෙක්ද),2
2302,කාලෙකින් ඒ ආතල් එක,0
2303,කාලෙකින් තාත්තට කතා කරලා,0
2304,කාලෝචිත වටිනා දෙයක් මිනිසුන්ට ,0
2305,"කාවින්ද,මහාත්තයෝ ඔයාගේ යෝජනාව කියන්න ,බැනලා වැඩක් විතරක් මදි,ඔයාගෙ ලොක්කෝ කියනවා ලොක් ඩවුන් කරන්නලු,මිනිස්සු බඩගින්නෙ කියලා කෑගහනවා,අතුරු ගිනුම් පරාද කරන්න බැලුවා, දැන් රට හොදින් පාලනය වන නිසා කියා ගන්න දෙයක් නැතුවට ද්වේශයයෙන් කතා කියන්න එපා,",0
2306,කාවීන්ද දොස්තර මහත්තයා ගොනෙක් වගේ හැසිරෙන්න එපා සාමාන්‍ය කෙනෙක් මේ වගේ කිව්වනං අපි ගණන් ගන්නනෙ න නෑ ඔබතුමා වෛද්‍යවරයෙක් වෛද්‍ය පවුලක කෙනෙක් මේ අසීරු අවස්ථාවේ රජයට සහයෝගය දෙන්න,2
2307,"කැ...බල්ලො තොපේ තර්ක වැඩක් නෑ ...පාඩුවෙ හිටපල්ලා මෙතන හැමිනෙන් නැතුව ,ආන්ඩුව ,ආරක්ෂක අන්ශ ,දොස්තරලා එවා බලාගනි.....තොපේ අල්ලා ටත ඒක කියලා දීපල්ලා ....අල්ලා මැරුනත් ආදාහනය තමා කරන්නේ ..තොපි ගැන කියලා දුන්නේ පාස්කු බොම්බය යකෝ..තෝ තාම ඊලග පිලිලය...",2
2308,කැ# වැඩ කරන්න එපා යකෝ.... පව් ලොක්කා..,0
2309,කැඑි පෝන්න වෙසි තෝ කතා කරනිනෙ සිංහල තෝගෙ ජාතිය සිංහල තෝ බනින්නෙ අපෙ සිලංකාවය අවජාතක බැල්ලි තෝපි වගෙ උන් තමයි අාතල් එකට ගහලා කරුෞෙට ඉපදිචිච උන්,2
2310,කැක්කුම නැද්ද තොට,2
2311,කැක්කුම රටේ අනිත් මිනිස්සුන්ට නැති එකයි ජාතියේ අවාසනාව...,0
2312,කැඩපතකින් බැලුවිට අනාගතය පෙනුනු ඒ සුන්දර මොහොත........,0
2313,කැමති නැද්ද මැකෝව තාත්තට අරන් අලුත් video එකක් කරන්න .️,0
2314,කැමතියි එකතුවෙලා උදව් කරන්න,0
2315,කැරි කන හුත්ති ඔහෙට වෙලා පුක දීපන් මෙහෙ එන්න හිතන්නවත් එපා,2
2316,කැරි ගොබිබ පදුරු වෙසි තෝ ලමයිපහක් හැදුවෙි ඉන්න කැරි හිගන්නන්ට පුක දිල නේද වෙස බැල්ලියේ තොගේ නැයෙක් වත් ලංකාවේ තියන්න එපා මරනො කැරි හුත්ති තොදැනගනින් බලු කුපාඩි වෙසාවි,2
2317,කැරි පකෝ තම්බි බල්ලෝ තො කෑලි කරල විකුනව දැනගනින් ඌරුමස් වලට දැනගනින් ,2
2318,කැරි පට්ට බැල්ලි මෙකි ලංකාවෙ නෙමෙයි වෙන්න ඇති ඉපදන්අ ඇත්තේ පට්ට පදුරු වේසි,2
2319,කැරි බඩුව,2
2320,කැරි බැල්ලි,2
2321,කැරි වෙසි උබ ම මැරියන් මෙ එන්න එපා උබලාට එන්න දෙන්නෙත් නැ,2
